year,title,published_at,updated_at,category,nominee,artist,workers,img,winner,nominee_length
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best hawaiian music album,Legends Of Hawaiian Slack Key Guitar - Live From Maui,(Various Artists),Desconocido,Desconocido,True,53
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best reggae album,Love Is My Religion,Ziggy Marley,"Marc Moreau & Dave Way, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ziggy%2BMarley/Ziggy%2520Marley_1_1_1578385064.jpg?itok=B83Wyv27,True,19
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best traditional world music album,Blessed,Soweto Gospel Choir,"Robin Hogarth, producer; Fernando Perdigao, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Soweto%2BGospel%2BChoir/Soweto%2520Gospel%2520Choir_1_1_1581629382.jpg?itok=kUiaTG4e,True,7
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best contemporary world music album,Wonder Wheel - Lyrics By Woody Guthrie,The Klezmatics,"Danny Blume, producer; Danny Blume, Gus Oberg & Steve Rosenthal, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BKlezmatics/The%2520Klezmatics_1_1_1581561467.jpg?itok=xJz9hSLi,True,38
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best polka album,Polka In Paradise,Jimmy Sturr & His Orchestra,"Joe Donofrio, Ken Irwin & Tom Pick, producers; Mark Capps, Joe Donofrio, Ken Irwin & Tom Pick, engineers/mixers",Desconocido,True,17
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best musical album for children,Catch That Train!,Dan Zanes And Friends,Daniel Zanes,Desconocido,True,17
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best spoken word album for children,"Blah Blah Blah: Stories About Clams, Swamp Monsters, Pirates & Dogs",Bill Harley,"David Correia, engineer/mixer",Desconocido,True,67
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"best spoken word album (includes poetry, audio books & story telling)",Our Endangered Values: America's Moral Crisis,Jimmy Carter,"Elisa Shokoff, producer; John P. St. Denis & Steven Strassman, engineers/mixers",Desconocido,True,45
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"best spoken word album (includes poetry, audio books & story telling)",With Ossie And Ruby:  In This Life Together,Ossie Davis & Ruby Dee,"Taro Meyer, producer; Peter Pantelis & Steven Strassman, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ruby%2BDee/Ruby%2520Dee_1_1_1597174343.jpg?itok=UqVi88ue,True,43
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best comedy album,The Carnegie Hall Performance,Lewis Black,"Dan Schlissel, producer; Scott Jacoby, Ian Stearns & Leszek Maria Wojcik, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lewis%2BBlack/Lewis%2520Black_1_1_1581554695.jpg?itok=n1HH__D9,True,29
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best musical show album,Jersey Boys,Desconocido,"Robert Gaudio, producer; Pete Karam, engineer/mixer (Original Broadway Cast With Christian Hoff, Daniel Reichard, J. Robert Spencer, John Lloyd Young & Others)",Desconocido,True,11
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"best compilation soundtrack album for motion picture, television or other visual media",Walk The Line,Joaquin Phoenix & Various Artists,"T Bone Burnett, producer; Mike Piersante, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/t_bone_burnett_spotlight_609763428.png?itok=_teXgyr1,True,13
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"best score soundtrack album for motion picture, television or other visual media",Memoirs Of A Geisha,Desconocido,"John Williams, composer; Shawn Murphy, engineer/mixer (Itzhak Perlman, Yo-Yo Ma & John Williams)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BWilliams/John%2520Williams_1_1_1597170495.jpg?itok=GsnrkP98,True,19
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"best song written for motion picture, television or other visual media",Our Town (From Cars),"Randy Newman, Songwriter (James Taylor)",Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Randy%2BNewman/Randy%2520Newman_1_1_1578414625.jpg?itok=lN9Qxxrp,True,20
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best instrumental composition,A Prayer For Peace,Desconocido,"John Williams, composer (John Williams)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BWilliams/John%2520Williams_1_1_1597170495.jpg?itok=GsnrkP98,True,18
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best instrumental arrangement,Three Ghouls,Desconocido,"Chick Corea, arranger (Chick Corea)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chick%2BCorea/Chick%2520Corea_1_1_1578385141.jpg?itok=gpVAWwCc,True,12
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best boxed or special limited edition package,Stadium Arcadium,Desconocido,"Flea, John Frusciante, Anthony Kiedis, Chad Smith & Matt Taylor, art directors (Red Hot Chili Peppers)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Flea/Flea_1_1_1581613897.jpg?itok=aNOOfVhM,True,16
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best album notes,"If You Got To Ask, You Ain't Got It!",Desconocido,"Dan Morgenstern, album notes writer (Fats Waller)",Desconocido,True,36
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best historical album,Lost Sounds: Blacks And The Birth Of The Recording Industry 1891-1922,Desconocido,"Meagan Hennessey & Richard Martin, compilation producers; Tim Brooks, David Giovannoni & Richard Martin, mastering engineers (Various Artists)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Richard%2BMartin/Richard%2520Martin_1_1_1581630474.jpg?itok=NqjGxCWr,True,69
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"best engineered album, non-classical",At War With The Mystics,Desconocido,"Dave Fridmann & The Flaming Lips (Wayne Coyne, Steven Drozd & Michael Ivins), engineers (The Flaming Lips)",Desconocido,True,23
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"producer of the year, non-classical",Rick Rubin,Desconocido,Desconocido,Desconocido,True,10
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"best remixed recording, non-classical",Talk (Thin White Duke Mix),Desconocido,"Jacques Lu Cont, remixer (Coldplay)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jacques%2BLu%2BCont/Jacques%2520Lu%2520Cont_1_1_1575370380.jpg?itok=sgTv-Tf3,True,26
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best surround sound album,Morph The Cat,Desconocido,"Elliot Scheiner, surround mix engineer; Darcy Proper, surround mastering engineer; Donald Fagen, surround producer (Donald Fagen)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Donald%2BFagen/Donald%2520Fagen_1_1_1575359943.jpg?itok=0SyfTRpC,True,13
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"best engineered album, classical","Elgar: Enigma Variations; Britten: The Young Person's Guide To The Orchestra, Four Sea Interludes",Desconocido,"Michael J. Bishop, engineer (Paavo Järvi & Cincinnati Symphony Orchestra)",Desconocido,True,97
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,"producer of the year, classical",Elaine Martone,Desconocido,Desconocido,Desconocido,True,14
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best classical album,Mahler: Symphony No. 7,Desconocido,"Michael Tilson Thomas, conductor; Andreas Neubronner, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Michael%2BTilson%2BThomas/Michael%2520Tilson%2520Thomas_1_1_1575368818.jpg?itok=he1ja-mb,True,22
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best orchestral performance,Mahler: Symphony No. 7,Desconocido,"Michael Tilson Thomas, conductor; Andreas Neubronner, producer; Peter Laenger, engineer (San Francisco Symphony)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Michael%2BTilson%2BThomas/Michael%2520Tilson%2520Thomas_1_1_1575368818.jpg?itok=he1ja-mb,True,22
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best opera recording,Golijov: Ainadamar: Fountain Of Tears,Desconocido,"Robert Spano, conductor; Valerie Gross & Sid McLauchlan, producers; Kelley O'Connor, Jessica Rivera & Dawn Upshaw, soloists; Stephan Flock & Wolf-Dieter Karwatky, engineers (Women Of The Atlanta Symphony Orchestra Chorus; Atlanta Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BSpano/Robert%2520Spano_1_1_1581624999.jpg?itok=iI86-V-V,True,37
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best choral performance,Pärt: Da Pacem,Desconocido,"Paul Hillier, conductor; Brad Michel & Robina G. Young, producers; Brad Michel, engineer/mixer (Estonian Philharmonic Chamber Choir)",Desconocido,True,14
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best instrumental soloist(s) performance (with orchestra),Messiaen: Oiseaux Exotiques (Exotic Birds),Desconocido,Angelin Chang (Cleveland Chamber Symphony),Desconocido,True,42
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best instrumental soloist performance (without orchestra),Chopin: Nocturnes,Desconocido,"Maurizio Pollini, soloist; Christopher Alder, producer; Klaus Hiemann & Oliver Rogalla Von Heyden, engineers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Maurizio%2BPollini/Maurizio%2520Pollini_1_1_1597164830.jpg?itok=Y_g2PN3H,True,17
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best chamber music performance,Intimate Voices,Desconocido,"Emerson String Quartet (Eugene Drucker, Lawrence Dutton, David Finckel & Philip Setzer), ensembles; Da-Hong Seetoo, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Emerson%2BString%2BQuartet/Emerson%2520String%2520Quartet_1_1_1581553655.jpg?itok=rLxdLD9k,True,15
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best small ensemble performance,Padilla: Sun Of Justice,Desconocido,"Fred Vogler, producer; Peter Rutenberg, conductor; Los Angeles Chamber Singers' Capella (Corey Carleton), ensembles; Fred Vogler, engineer",Desconocido,True,23
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best classical vocal performance,Rilke Songs,Desconocido,"Lorraine Hunt Lieberson, soloist",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lorraine%2BHunt%2BLieberson/Lorraine%2520Hunt%2520Lieberson_1_1_1581558890.jpg?itok=vWH7UWVi,True,11
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best classical contemporary composition,Golijov: Ainadamar: Fountain Of Tears,Desconocido,"Osvaldo Golijov, composer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Osvaldo%2BGolijov/Osvaldo%2520Golijov_1_1_1581565045.jpg?itok=hys7MovG,True,37
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best classical crossover album,Simple Gifts,Bryn Terfel,"Sid McLauchlan, producer; Stephan Flock & Piotr Furmanczyk, engineers",Desconocido,True,12
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best short form music video,Here It Goes Again,Ok Go,"Dan Konopka, Damian Kulash, Jr., Timothy Nordwind, Andy Ross & Trish Sie, video directors; Dan Konopka, Damian Kulash, Jr., Timothy Nordwind, Andy Ross & Trish Sie, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/OK%2BGo/OK%2520Go_1_1_1581552336.jpg?itok=35nTsN1g,True,18
2006,49th Annual GRAMMY Awards  (2006),2017-11-28T00:03:45-08:00,2019-09-10T01:11:09-07:00,best long form music video,Wings For Wheels: The Making Of Born To Run,Bruce Springsteen,"Thom Zimny, video director; Thom Zimny, video producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bruce%2BSpringsteen/Bruce%2520Springsteen_1_1_1584095281.jpg?itok=WvtRkIAH,True,43
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,record of the year,Boulevard Of Broken Dreams,Green Day,"Rob Cavallo & Green Day, producers; Chris Lord-Alge & Doug McKean, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Green%2BDay/Green%2520Day_1_1_1578385279.jpg?itok=wr16YloS,True,26
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,album of the year,How To Dismantle An Atomic Bomb,U2,"Brian Eno, Flood, Daniel Lanois, Jacknife Lee, Steve Lillywhite & Chris Thomas, producers; Greg Collins, Flood, Carl Glanville, Simon Gogerly, Nellee Hooper, Jacknife Lee & Steve Lillywhite, engineers/mixers; Arnie Acosta, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/U2/U2_1_1_1578385236.jpg?itok=rQVhxxhL,True,31
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,song of the year,Sometimes You Can't Make It On Your Own,Desconocido,"U2 (Bono, Adam Clayton, Edge & Larry Mullen Jr.), songwriters (U2)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/U2/U2_1_1_1578385236.jpg?itok=rQVhxxhL,True,39
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best new artist,John Legend,Desconocido,Desconocido,Desconocido,True,11
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best female pop vocal performance,Since U Been Gone,Kelly Clarkson,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kelly%2BClarkson/Kelly%2520Clarkson_1_1_1594057028.jpg?itok=mEUBzOGC,True,17
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best male pop vocal performance,From The Bottom Of My Heart,Stevie Wonder,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Stevie%2BWonder/Stevie%2520Wonder_1_1_1581552061.jpg?itok=nuRak4iN,True,27
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best pop performance by a duo or group with vocal,This Love,Maroon 5,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Maroon%2B5/Maroon%25205_1_1_1596058027.jpg?itok=qbK5x3qs,True,9
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best pop collaboration with vocals,Feel Good Inc.,Gorillaz Featuring De La Soul,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Gorillaz/Gorillaz_1_1_1578385070.jpg?itok=dhbUpMtS,True,14
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best pop instrumental performance,Caravan,Les Paul,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Les%2BPaul/Les%2520Paul_1_1_1581566246.jpg?itok=BGwZYUwQ,True,7
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best pop instrumental album,At This Time,Burt Bacharach,"Burt Bacharach, producer; Allen Sides, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Burt%2BBacharach/Burt%2520Bacharach_1_1_1591113039.jpg?itok=N0i73S23,True,12
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best pop vocal album,Breakaway,Kelly Clarkson,"Clive Davis, producer; Serban Ghenea, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kelly%2BClarkson/Kelly%2520Clarkson_1_1_1594057028.jpg?itok=mEUBzOGC,True,9
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best dance recording,Galvanize,The Chemical Brothers Featuring Q-Tip,"The Chemical Brothers, producers; The Chemical Brothers (Tom Rowlands & Ed Simons) & Steve Dub, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BChemical%2BBrothers/The%2520Chemical%2520Brothers_1_1_1578387427.jpg?itok=d4bO6Tpl,True,9
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best electronic/dance album,Push The Button,The Chemical Brothers,"The Chemical Brothers, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/The%2BChemical%2BBrothers/The%2520Chemical%2520Brothers_1_1_1578387427.jpg?itok=d4bO6Tpl,True,15
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best traditional pop vocal album,The Art Of Romance,Tony Bennett,"Phil Ramone, producer; Dae Bennett, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Tony%2BBennett/Tony%2520Bennett_1_1_1584465343.jpg?itok=Zk2PcPhY,True,18
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best solo rock vocal performance,Devils & Dust,Bruce Springsteen,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bruce%2BSpringsteen/Bruce%2520Springsteen_1_1_1584095281.jpg?itok=WvtRkIAH,True,13
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rock performance by a duo or group with vocal,Sometimes You Can't Make It On Your Own,U2,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/U2/U2_1_1_1578385236.jpg?itok=rQVhxxhL,True,39
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best hard rock performance,B.Y.O.B.,System Of A Down,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/System%2BOf%2BA%2BDown/System%2520of%2520a%2520Down_1_1_1595604701.jpg?itok=bF-WsBMA,True,8
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best metal performance,Before I Forget,Slipknot,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Slipknot/Slipknot_1_1_1578385178.jpg?itok=Sdt38W1z,True,15
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rock instrumental performance,69 Freedom Special,Les Paul & Friends,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Les%2BPaul/Les%2520Paul_1_1_1581566246.jpg?itok=BGwZYUwQ,True,18
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rock song,City Of Blinding Lights,Desconocido,"U2 (Bono, Adam Clayton, Edge & Larry Mullen Jr.), songwriters (U2)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/U2/U2_1_1_1578385236.jpg?itok=rQVhxxhL,True,23
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rock album,How To Dismantle An Atomic Bomb,U2,"Steve Lillywhite, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/U2/U2_1_1_1578385236.jpg?itok=rQVhxxhL,True,31
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best alternative music album,Get Behind Me Satan,The White Stripes,"Jack White, producer; John P. Hampton, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jack%2BWhite/Jack%2520White_1_1_1578384853.jpg?itok=cFBueuG3,True,19
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best female r&b vocal performance,We Belong Together,Mariah Carey,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/transparent_square_20.png?itok=44psZoZr,True,18
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best male r&b vocal performance,Ordinary People,John Legend,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BLegend/John%2520Legend_1_1_1579170047.jpg?itok=pD4-OfrQ,True,15
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best r&b performance by a duo or group with vocals,So Amazing,Beyoncé & Stevie Wonder,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Stevie%2BWonder/Stevie%2520Wonder_1_1_1581552061.jpg?itok=nuRak4iN,True,10
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best traditional r&b vocal performance,A House Is Not A Home,Aretha Franklin,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Aretha%2BFranklin/Aretha%2520Franklin_1_1_1591112963.jpg?itok=w4h0Oc8A,True,21
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best urban/alternative performance,Welcome To Jamrock,Damian Marley,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Damian%2BMarley/Damian%2520Marley_1_1_1591265412.jpg?itok=Mm5lmYZ8,True,18
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best r&b song,We Belong Together,Desconocido,"Johnta Austin, Mariah Carey, Jermaine Dupri & Manuel Seal, Jr., songwriters (Mariah Carey)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Johnta%2BAustin/Johnta%2520Austin_1_1_1581616027.jpg?itok=yjjtPKma,True,18
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best r&b album,Get Lifted,John Legend,"John Legend, producer; Manny Marroquin, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BLegend/John%2520Legend_1_1_1579170047.jpg?itok=pD4-OfrQ,True,10
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best contemporary r&b album,The Emancipation Of Mimi,Mariah Carey,"Mariah Carey, producer; Philip Tan, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/transparent_square_20.png?itok=44psZoZr,True,24
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rap solo performance,Gold Digger,Kanye West,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kanye%2BWest/Kanye%2520West_1_1_1589915429.jpg?itok=mofE9sC1,True,11
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rap performance by a duo or group,Don't Phunk With My Heart,The Black Eyed Peas,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Black%2BEyed%2BPeas/Black%2520Eyed%2520Peas_1_1_1594058090.jpg?itok=VWncfxay,True,25
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rap/sung collaboration,Numb/Encore,Jay-Z Featuring Linkin Park,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jay%2BZ/Jay%2520Z_1_1_1578385117.jpg?itok=bZg04yvE,True,11
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rap song,Diamonds From Sierra Leone,Desconocido,"DeVon Harris & Kanye West, songwriters (Kanye West)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kanye%2BWest/Kanye%2520West_1_1_1589915429.jpg?itok=mofE9sC1,True,26
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best rap album,Late Registration,Kanye West,"Jon Brion & Kanye West, producers; Mike Dean, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kanye%2BWest/Kanye%2520West_1_1_1589915429.jpg?itok=mofE9sC1,True,17
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best female country vocal performance,The Connection,Emmylou Harris,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Emmylou%2BHarris/Emmylou%2520Harris_1_1_1596198478.jpg?itok=wsJVpP65,True,14
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best male country vocal performance,You'll Think Of Me,Keith Urban,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Keith%2BUrban/Keith%2520Urban_1_1_1578385294.jpg?itok=gfvuBXWm,True,18
2005,48th Annual GRAMMY Awards  (2005),2017-11-28T00:03:45-08:00,2017-11-28T00:03:45-08:00,best country performance by a duo or group with vocal,Restless,Alison Krauss And Union Station,Desconocido,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Alison%2BKrauss/Alison%2520Krauss_1_1_1581554610.jpg?itok=omJsJ9cy,True,8
